t[s],x[m],y[m],v[m/s],ax[m/s^2],ay[m/s^2], az[m/s^2],roll[rad],pitch[rad],yaw[rad],gy_x[rad/sec],gy_y[rad/sec],gy_z[rad/sec],_,_,_,latitude,longitude,
88417,,,,0.019,-0.095,0.085,0.048105333,-0.087010411,1.267233884,0.016666667,-0.012222222,0.005555556,,,,,,
88418,,,,-0.018,-0.104,0.114,0.048204038,-0.087082493,1.267227844,0.016666667,0.008888889,0.002222222,,,,,,
88419,,,,-0.091,-0.098,0.073,0.048519807,-0.086859579,1.267219497,0.027777778,0.012222222,-0.001111111,,,,,,
88420,,,,-0.065,-0.071,0.058,0.048888274,-0.086977486,1.267200587,0.04,-0.002222222,-0.004444444,,,,,,
88421,,,,-0.014,-0.018,0.04,0.049256742,-0.087095384,1.267181633,0.04,-0.015555556,0,,,,,,
88422,,,,0.062,0,-0.021,0.049625211,-0.087213273,1.267162636,0.028888889,-0.012222222,0,,,,,,
88423,,,,0.027,-0.018,-0.062,0.049796265,-0.087187013,1.267155823,0.013333333,0.004444444,0.003333333,,,,,,
88424,6.20E-05,0.001326123,25.06500053,,,,,,,,,,,,,,,
88424,,,,,,,,,,,,,,,,31.2662015,34.74329567,
88424,,,,-0.038,-0.025,-0.086,0.049664407,-0.086949903,1.267338371,-0.001111111,0.03,0.012222222,,,,,,
88425,,,,-0.128,-0.117,-0.018,0.04953329,-0.086706709,1.267448529,-0.011111111,0.021111111,0.014444444,,,,,,
88426,,,,-0.103,-0.128,0.066,0.049526516,-0.08671206,1.267619583,-0.006666667,-0.006666667,0.01,,,,,,
88427,,,,-0.055,-0.114,0.108,0.049579155,-0.087052883,1.267608831,0,-0.03,0.005555556,,,,,,
88428,,,,-0.011,-0.088,0.126,0.049533108,-0.087321608,1.267604168,0.006666667,-0.033333333,-0.004444444,,,,,,
88429,,,,0,-0.03,0.095,0.049664968,-0.087558733,1.267421611,0.012222222,-0.018888889,-0.014444444,,,,,,
88430,,,,-0.035,-0.015,0.009,0.049743445,-0.087461128,1.267322189,0.006666667,0.002222222,-0.012222222,,,,,,
88431,,,,-0.045,-0.046,-0.035,0.049743445,-0.087461128,1.267322189,-0.002222222,0,-0.001111111,,,,,,
88432,,,,0.018,-0.101,-0.049,0.049697437,-0.08772986,1.267317512,-0.005555556,-0.022222222,0.01,,,,,,
88433,,,,0.055,-0.097,-0.051,0.049637661,-0.088009346,1.267654984,0,-0.027777778,0.023333333,,,,,,
88434,6.06E-05,0.00132823,25.06699944,,,,,,,,,,,,,,,
88434,,,,,,,,,,,,,,,,31.26618817,34.74331783,
88434,,,,0.083,-0.06,-0.032,0.049755777,-0.088257241,1.267814506,0.01,-0.022222222,0.018888889,,,,,,
88435,,,,0.055,-0.054,-0.032,0.049926855,-0.088231033,1.267807602,0.013333333,0.003333333,0.003333333,,,,,,
88436,,,,-0.074,-0.058,0.012,0.049979806,-0.087956904,1.267641223,0.003333333,0.027777778,-0.014444444,,,,,,
88437,,,,-0.114,-0.098,-0.006,0.049960344,-0.087781092,1.267475579,-0.003333333,0.025555556,-0.022222222,,,,,,
88438,,,,-0.127,-0.127,-0.018,0.049960344,-0.087781092,1.267475579,-0.002222222,0.008888889,-0.006666667,,,,,,
88439,,,,-0.064,-0.139,0.044,0.049960344,-0.087781092,1.267475579,0,-0.012222222,0.007777778,,,,,,
88440,,,,-0.03,-0.106,0.082,0.05000613,-0.088127313,1.267635794,0.011111111,-0.028888889,0.014444444,,,,,,
88441,,,,-0.01,-0.046,0.061,0.050223671,-0.088441175,1.267716702,0.017777778,-0.026666667,0.015555556,,,,,,
88442,,,,-0.028,-0.04,-0.007,0.050348685,-0.088683664,1.267705049,0.01,-0.021111111,0,,,,,,
88443,,,,-0.02,-0.066,0.053,0.050308099,-0.088959298,1.267673996,0,-0.032222222,-0.002222222,,,,,,
88444,5.91E-05,0.001330353,25.10250092,,,,,,,,,,,,,,,
88444,,,,,,,,,,,,,,,,31.26617483,34.74334017,
88444,,,,0.014,-0.117,0.111,0.050360754,-0.089300113,1.267663051,-0.002222222,-0.04,-0.008888889,,,,,,
88445,,,,0.055,-0.155,0.132,0.050413414,-0.089640922,1.267652087,0.011111111,-0.034444444,0,,,,,,
88446,,,,0.119,-0.046,0.069,0.050880637,-0.089830956,1.267626273,0.042222222,-0.012222222,0.008888889,,,,,,
88447,,,,0.116,0.007,-0.007,0.051459268,-0.089659503,1.267775585,0.058888889,0.016666667,0.011111111,,,,,,
88448,,,,0.07,0.037,-0.091,0.051893552,-0.089069638,1.267771429,0.052222222,0.057777778,-0.001111111,,,,,,
88449,,,,-0.034,0.061,-0.082,0.052229749,-0.088401438,1.267701417,0.026666667,0.062222222,-0.011111111,,,,,,
88450,,,,-0.067,0,-0.068,0.052085254,-0.087982963,1.267547828,-0.012222222,0.053333333,-0.013333333,,,,,,
88451,,,,-0.063,-0.081,-0.024,0.051690462,-0.087694632,1.267572687,-0.043333333,0.025555556,-0.01,,,,,,
88452,,,,-0.033,-0.15,0.013,0.051085419,-0.08769574,1.267428321,-0.055555556,0.005555556,0.002222222,,,,,,
88453,,,,-0.002,-0.16,0.136,0.050631593,-0.087680921,1.267717928,-0.05,0.006666667,0.021111111,,,,,,
88454,5.76E-05,0.001332476,25.1154995,,,,,,,,,,,,,,,
88454,,,,,,,,,,,,,,,,31.2661615,34.7433625,
88454,,,,0.003,-0.232,0.217,0.050256315,-0.087568368,1.267908137,-0.03,0.01,0.023333333,,,,,,
88455,,,,-0.017,-0.224,0.25,0.050295583,-0.087305074,1.268083956,0,0.027777778,0.015555556,,,,,,
88456,,,,-0.05,-0.172,0.225,0.050506634,-0.087009507,1.268180599,0.028888889,0.033333333,0.002222222,,,,,,
88457,,,,-0.01,-0.08,0.211,0.051197639,-0.086899304,1.267982425,0.06,0.012222222,-0.016666667,,,,,,
88458,,,,0.029,-0.001,0.145,0.051966534,-0.086697378,1.267757439,0.073333333,0.014444444,-0.022222222,,,,,,
88459,,,,0.067,0.052,0.047,0.052460092,-0.086442713,1.267571804,0.062222222,0.025555556,-0.025555556,,,,,,
88460,,,,0.043,0.036,0.019,0.052927231,-0.086017559,1.26739196,0.042222222,0.043333333,-0.017777778,,,,,,
88461,,,,-0.022,0.012,-0.05,0.053262604,-0.085355512,1.267395184,0.022222222,0.064444444,0.002222222,,,,,,
88462,,,,-0.088,-0.004,-0.07,0.053170894,-0.084849467,1.267681891,0.007777778,0.056666667,0.017777778,,,,,,
88463,,,,-0.103,-0.058,0.163,0.053138474,-0.084678606,1.267786215,0,0.02,0.013333333,,,,,,
88464,5.61E-05,0.001334583,25.05949974,,,,,,,,,,,,,,,
88464,,,,,,,,,,,,,,,,31.26614833,34.74338467,
88464,,,,-0.088,-0.051,0.191,0.053138474,-0.084678606,1.267786215,-0.007777778,0.001111111,0.001111111,,,,,,
88465,,,,-0.068,-0.084,0.222,0.053045905,-0.084606958,1.267693646,-0.011111111,-0.006666667,-0.012222222,,,,,,
88466,,,,-0.048,-0.043,0.252,0.053052452,-0.084601334,1.267522621,-0.007777778,-0.004444444,-0.012222222,,,,,,
88467,,,,-0.065,-0.038,0.15,0.053032653,-0.084425302,1.267357245,0.002222222,0.014444444,-0.01,,,,,,
88468,,,,-0.07,-0.038,0.116,0.05310499,-0.084326973,1.267356803,0.004444444,0.015555556,-0.001111111,,,,,,
88469,,,,-0.064,0,0.056,0.05310499,-0.084326973,1.267356803,0.003333333,0.007777778,0.007777778,,,,,,
88470,,,,-0.021,-0.007,-0.005,0.053032653,-0.084425302,1.267357245,-0.004444444,-0.01,0.006666667,,,,,,
88471,,,,-0.004,-0.029,-0.012,0.052887979,-0.084621959,1.267358149,-0.022222222,-0.024444444,0,,,,,,
88472,,,,0.004,-0.044,-0.015,0.052506035,-0.084943679,1.267267452,-0.028888889,-0.028888889,-0.011111111,,,,,,
88473,,,,0.006,-0.085,0.15,0.05229563,-0.085233112,1.267097924,-0.032222222,-0.033333333,-0.016666667,,,,,,
88474,5.46E-05,0.001336706,25.09700012,,,,,,,,,,,,,,,
88474,,,,,,,,,,,,,,,,31.26613483,34.743407,
88474,,,,-0.02,-0.103,0.141,0.051986572,-0.085450512,1.266934561,-0.025555556,-0.018888889,-0.018888889,,,,,,
88475,,,,-0.023,-0.065,0.162,0.05184803,-0.085647742,1.266836933,-0.02,-0.017777778,-0.006666667,,,,,,
88476,,,,-0.007,-0.077,0.127,0.051703387,-0.08584444,1.266838039,-0.015555556,-0.018888889,0,,,,,,
88477,,,,-0.004,-0.068,0.063,0.051453923,-0.085968505,1.266943994,-0.016666667,-0.013333333,0.01,,,,,,
88478,,,,0.005,-0.111,0.036,0.051374903,-0.086072349,1.26711561,-0.011111111,-0.016666667,0.016666667,,,,,,
88479,,,,0.012,-0.122,0.037,0.051322215,-0.086346589,1.267281721,-0.003333333,-0.016666667,0.01,,,,,,
88480,,,,0.008,-0.079,-0.013,0.051322215,-0.086346589,1.267281721,0.006666667,-0.006666667,0.001111111,,,,,,
88481,,,,0.003,-0.044,-0.019,0.051499972,-0.086314819,1.267103964,0.014444444,0.002222222,-0.012222222,,,,,,
88482,,,,-0.01,-0.017,-0.018,0.051651335,-0.086112621,1.266931768,0.01,0.013333333,-0.017777778,,,,,,
88483,,,,-0.081,-0.002,-0.069,0.051703947,-0.085838353,1.266765721,0,0.027777778,-0.015555556,,,,,,
88484,5.31E-05,0.001338829,25.14749908,,,,,,,,,,,,,,,
88484,,,,,,,,,,,,,,,,31.2661215,34.74342933,
88484,,,,,,,,,,,,,,,,31.2661215,34.74342933,
88484,,,,-0.099,-0.036,-0.088,0.051506528,-0.085694254,1.266777923,-0.013333333,0.017777778,-0.001111111,,,,,,
88485,,,,-0.09,-0.052,-0.086,0.051335503,-0.085720549,1.266784584,-0.021111111,0,0.008888889,,,,,,
88486,,,,-0.041,-0.103,-0.055,0.051013151,-0.085949007,1.266963462,-0.023333333,-0.024444444,0.015555556,,,,,,
88487,,,,-0.018,-0.122,0.011,0.050900974,-0.086316704,1.26686048,-0.015555556,-0.044444444,0.004444444,,,,,,
88487,5.31E-05,0.001338829,25.14749908,,,,,,,,,,,,,,,
88488,,,,-0.006,-0.112,0.075,0.050881423,-0.086755858,1.266850129,-0.007777778,-0.043333333,-0.003333333,,,,,,
88489,,,,-0.013,-0.116,0.091,0.050940991,-0.087091179,1.266668094,0.006666667,-0.027777778,-0.02,,,,,,
88490,,,,0.02,-0.029,0.029,0.051151394,-0.087230401,1.266386019,0.021111111,-0.021111111,-0.026666667,,,,,,
88491,,,,0.057,0.004,-0.019,0.051454418,-0.087440959,1.266196473,0.026666667,-0.013333333,-0.018888889,,,,,,
88492,,,,0.078,0.016,-0.071,0.051625455,-0.08741461,1.266189667,0.017777778,0.002222222,-0.007777778,,,,,,
88493,,,,0.033,0.027,-0.122,0.051599005,-0.087244225,1.266195229,0.006666667,0.016666667,-0.002222222,,,,,,
88494,5.17E-05,0.001340936,25.10700035,,,,,,,,,,,,,,,
88494,,,,,,,,,,,,,,,,31.26610817,34.7434515,
88494,,,,-0.018,0.004,-0.194,0.051447368,-0.086831431,1.266212494,-0.011111111,0.037777778,0.002222222,,,,,,
88495,,,,-0.044,-0.032,-0.189,0.051151151,-0.086615361,1.266230908,-0.027777778,0.024444444,0,,,,,,
88496,,,,-0.025,-0.084,-0.109,0.050881378,-0.086569679,1.266243771,-0.037777778,0,0,,,,,,
88497,,,,0.031,-0.112,0.003,0.050440567,-0.086550331,1.266263365,-0.037777778,-0.001111111,-0.002222222,,,,,,
88498,,,,0.036,-0.135,0.087,0.050177536,-0.08649923,1.266105166,-0.022222222,0.01,-0.012222222,,,,,,
88499,,,,0.005,-0.108,0.126,0.05030238,-0.086126673,1.265938274,-0.004444444,0.036666667,-0.016666667,,,,,,
88500,,,,-0.082,-0.057,0.047,0.050301935,-0.085511701,1.265782921,0.006666667,0.06,-0.018888889,,,,,,
88501,,,,-0.065,-0.042,0.062,0.050327879,-0.085067122,1.265622153,0.007777778,0.042222222,-0.016666667,,,,,,
88502,,,,-0.018,-0.038,0.045,0.050301393,-0.084896729,1.265627575,0.004444444,0.023333333,-0.007777778,,,,,,
88503,,,,0.087,-0.051,0.082,0.050274909,-0.084726335,1.265632993,0,0.01,-0.005555556,,,,,,
88504,5.02E-05,0.001343058,25.13800049,,,,,,,,,,,,,,,
88504,,,,,,,,,,,,,,,,31.26609483,34.74347383,
88504,,,,0.104,-0.05,0.074,0.050248426,-0.08455594,1.265638405,-0.001111111,0.017777778,-0.005555556,,,,,,
88505,,,,0.087,-0.053,0.047,0.050267725,-0.084116751,1.265648649,0,0.043333333,-0.004444444,,,,,,
88506,,,,0.042,-0.072,0.027,0.05025461,-0.083506609,1.265763036,0.001111111,0.066666667,-0.006666667,,,,,,
88507,,,,-0.011,-0.037,-0.045,0.05031974,-0.082798626,1.26577816,0.005555556,0.072222222,0,,,,,,
88508,,,,0.001,-0.043,-0.02,0.050312615,-0.082189015,1.265793821,0.007777778,0.063333333,0,,,,,,
88509,,,,0.002,-0.028,0.017,0.050305972,-0.081573561,1.265737217,0.007777778,0.07,0,,,,,,
88510,,,,-0.102,-0.031,0.025,0.050240133,-0.080622689,1.2658623,0,0.086666667,-0.005555556,,,,,,
88511,,,,-0.17,-0.056,0.036,0.050278867,-0.079744274,1.265882859,-0.005555556,0.09,-0.007777778,,,,,,
88512,,,,-0.201,-0.089,0.047,0.050277908,-0.079129316,1.265727541,-0.008888889,0.063333333,-0.013333333,,,,,,
88513,,,,-0.19,-0.086,0.083,0.050251455,-0.078958902,1.265732879,-0.001111111,0.022222222,-0.003333333,,,,,,
88514,,,,-0.104,-0.086,0.18,0.050277908,-0.079129316,1.265727541,0.001111111,-0.014444444,-0.001111111,,,,,,
88514,4.87E-05,0.001345165,25.0890007,,,,,,,,,,,,,,,
88514,,,,,,,,,,,,,,,,31.2660815,34.743496,
88515,,,,-0.075,-0.073,0.235,0.050330424,-0.079475866,1.265789104,0.007777778,-0.035555556,-0.001111111,,,,,,
88516,,,,-0.08,-0.05,0.246,0.050383329,-0.079816704,1.265778398,0.01,-0.033333333,-0.005555556,,,,,,
88517,,,,-0.114,-0.066,0.19,0.050442431,-0.080152187,1.265596712,0.006666667,-0.035555556,-0.016666667,,,,,,
88518,,,,-0.081,-0.05,0.139,0.050429358,-0.080586046,1.265415433,0.006666667,-0.05,-0.016666667,,,,,,
88519,,,,-0.023,-0.036,0.06,0.050442418,-0.081196097,1.26530101,0.005555556,-0.06,-0.004444444,,,,,,
88520,,,,0.062,-0.048,-0.004,0.050423185,-0.081635306,1.265290698,0.008888889,-0.05,0.002222222,,,,,,
88521,,,,0.024,-0.011,-0.052,0.050377453,-0.081904111,1.265285784,0.008888889,-0.021111111,0.004444444,,,,,,
88522,,,,-0.059,0.013,-0.121,0.050377453,-0.081904111,1.265285784,0.007777778,0.002222222,0.002222222,,,,,,
88523,,,,-0.153,-0.024,-0.119,0.050482062,-0.081976577,1.265181174,-0.001111111,-0.011111111,-0.01,,,,,,
88523,4.72E-05,0.001347288,25.12800026,,,,,,,,,,,,,,,
88523,,,,,,,,,,,,,,,,31.266068,34.74351833,
88524,,,,-0.16,-0.09,0.084,0.050324799,-0.082607239,1.265000879,-0.01,-0.063333333,-0.016666667,,,,,,
88525,,,,-0.085,-0.084,0.127,0.050325457,-0.083651167,1.264705184,-0.007777778,-0.106666667,-0.02,,,,,,
88526,,,,0.002,-0.07,0.18,0.050346418,-0.084870883,1.264575029,-0.002222222,-0.123333333,-0.011111111,,,,,,
88527,,,,0.095,-0.015,0.145,0.050413774,-0.08581577,1.264377451,0,-0.103333333,-0.012222222,,,,,,
88528,,,,0.061,0.018,-0.005,0.050394764,-0.086254936,1.264367179,0.001111111,-0.051111111,-0.001111111,,,,,,
88529,,,,0.027,-0.005,-0.108,0.050375759,-0.086694093,1.264356915,-0.006666667,-0.034444444,0.004444444,,,,,,
88530,,,,0.051,-0.025,-0.073,0.050185075,-0.08716584,1.26442566,-0.015555556,-0.048888889,0.011111111,,,,,,
88531,,,,0.073,-0.067,-0.074,0.049988197,-0.087636912,1.264593312,-0.022222222,-0.056666667,0.015555556,,,,,,
88532,,,,0.112,-0.104,0.003,0.049752475,-0.088371344,1.264585345,-0.02,-0.067777778,0.004444444,,,,,,
88533,,,,0.149,-0.116,0.125,0.049668153,-0.088903513,1.264404971,-0.012222222,-0.054444444,-0.013333333,,,,,,
88534,4.57E-05,0.001349411,25.20750046,,,,,,,,,,,,,,,
88534,,,,,,,,,,,,,,,,31.26605467,34.74354067,
88534,,,,0.066,-0.062,0.068,0.049681294,-0.08889887,1.264135116,-0.001111111,-0.003333333,-0.018888889,,,,,,
88535,,,,0.021,-0.054,0.04,0.0497338,-0.088624668,1.263968757,-0.003333333,0.028888889,-0.021111111,,,,,,
88536,,,,0,-0.053,0.053,0.049686683,-0.088284693,1.263880769,-0.007777778,0.03,-0.012222222,,,,,,
88537,,,,-0.027,-0.089,-0.027,0.049456232,-0.087969769,1.263997302,-0.02,0.03,0.012222222,,,,,,
88538,,,,-0.02,-0.146,-0.002,0.049317799,-0.087732113,1.264278658,-0.024444444,0.024444444,0.02,,,,,,
88539,,,,-0.003,-0.147,0.061,0.049041107,-0.08769202,1.26446265,-0.017777778,0,0.022222222,,,,,,
88540,,,,-0.015,-0.15,0.083,0.049034249,-0.087697353,1.26463368,-0.001111111,0.003333333,0.012222222,,,,,,
88541,,,,-0.03,-0.104,0.116,0.049133053,-0.087769303,1.264627571,0.01,0.004444444,0,,,,,,
88542,,,,-0.001,-0.077,0.083,0.049409752,-0.087809409,1.26444356,0.027777778,0.007777778,-0.02,,,,,,
88543,,,,0.031,-0.009,0.017,0.049810371,-0.087482934,1.264164711,0.03,0.023333333,-0.02,,,,,,
88544,4.42E-05,0.001351518,25.16600037,,,,,,,,,,,,,,,
88544,,,,,,,,,,,,,,,,31.26604117,34.74356283,
88544,,,,0.017,-0.036,-0.159,0.05009985,-0.087083072,1.264089752,0.03,0.043333333,-0.015555556,,,,,,
88545,,,,-0.009,0.052,-0.139,0.050289802,-0.086617384,1.264093205,0.026666667,0.051111111,-0.001111111,,,,,,
88546,,,,-0.083,0.055,-0.18,0.05052532,-0.08588288,1.264101586,0.018888889,0.064444444,0.004444444,,,,,,
88547,,,,-0.152,-0.013,0.02,0.050472083,-0.085542142,1.264112491,-0.006666667,0.038888889,0.003333333,,,,,,
88548,,,,-0.12,-0.051,0.071,0.050202281,-0.085496735,1.264125187,-0.032222222,-0.002222222,-0.007777778,,,,,,
88549,,,,-0.078,-0.036,0.046,0.049814705,-0.085818586,1.264133743,-0.042222222,-0.02,0,,,,,,
88550,,,,-0.015,-0.128,0.082,0.049427119,-0.086140433,1.264142424,-0.036666667,-0.036666667,-0.005555556,,,,,,
88551,,,,0.011,-0.079,0.132,0.049282726,-0.086337319,1.26414379,-0.017777778,-0.018888889,0,,,,,,
88552,,,,-0.039,-0.054,0.108,0.049256113,-0.086166948,1.264149144,-0.005555556,0.016666667,0.004444444,,,,,,
88553,,,,-0.073,-0.071,0.123,0.0492295,-0.085996575,1.264154495,-0.007777778,0.011111111,-0.002222222,,,,,,
88554,4.27E-05,0.001353641,25.13699913,,,,,,,,,,,,,,,
88554,,,,,,,,,,,,,,,,31.26602767,34.74358517,
88554,,,,-0.013,-0.081,0.025,0.049058494,-0.086023088,1.264161205,-0.015555556,-0.007777778,-0.003333333,,,,,,
88555,,,,0.07,-0.115,-0.047,0.048842609,-0.086312409,1.264091109,-0.02,-0.028888889,0.004444444,,,,,,
88556,,,,0.133,-0.104,-0.06,0.048790268,-0.08658651,1.264257511,-0.013333333,-0.024444444,0.016666667,,,,,,
88557,,,,0.159,-0.111,-0.077,0.048756915,-0.086421436,1.264433835,-0.004444444,0.012222222,0.018888889,,,,,,
88558,,,,0.001,-0.139,-0.063,0.048677159,-0.085910312,1.264449751,0.004444444,0.055555556,0.005555556,,,,,,
88559,,,,-0.086,-0.163,0.014,0.048840627,-0.085274258,1.264458285,0.013333333,0.062222222,-0.004444444,,,,,,
88560,,,,-0.128,-0.135,0.057,0.04913011,-0.084874577,1.264383442,0.023333333,0.044444444,-0.013333333,,,,,,
88561,,,,-0.013,-0.117,0.144,0.049405866,-0.084920656,1.264272063,0.028888889,0.007777778,-0.012222222,,,,,,
88562,,,,0.072,-0.098,0.206,0.049747849,-0.084867651,1.264258846,0.037777778,-0.007777778,-0.006666667,,,,,,
88563,,,,0.089,-0.049,0.138,0.050234213,-0.084617761,1.264244471,0.048888889,0.027777778,0.004444444,,,,,,
88564,4.12E-05,0.001355748,25.1515007,,,,,,,,,,,,,,,
88564,,,,,,,,,,,,,,,,31.26601417,34.74360733,
88564,,,,-0.042,-0.03,-0.043,0.050733037,-0.083934102,1.264411563,0.047777778,0.066666667,0.01,,,,,,
88565,,,,-0.101,-0.029,-0.053,0.051067436,-0.083271528,1.264414463,0.04,0.064444444,0.005555556,,,,,,
88566,,,,-0.11,-0.025,-0.022,0.051376843,-0.083047689,1.264505843,0.024444444,0.026666667,0.005555556,,,,,,
88567,,,,-0.06,-0.05,0.036,0.051475616,-0.083119636,1.264499881,0.01,-0.01,0.002222222,,,,,,
88568,,,,0.069,-0.101,0.164,0.051435976,-0.083388922,1.264396074,0.006666667,-0.023333333,-0.005555556,,,,,,
88569,,,,0.066,-0.1,0.159,0.051606952,-0.083362426,1.264389622,0.01,0.005555556,-0.005555556,,,,,,
88570,,,,-0.013,-0.08,0.033,0.051764395,-0.082725905,1.264498075,0.022222222,0.061111111,0,,,,,,
88571,,,,-0.146,-0.053,0.032,0.051954398,-0.082260221,1.264502326,0.025555556,0.055555556,0.001111111,,,,,,
88572,,,,-0.155,-0.068,0.068,0.052269741,-0.082036865,1.264495189,0.021111111,0.017777778,-0.003333333,,,,,,
88573,,,,-0.126,-0.082,0.114,0.052395086,-0.082279193,1.26448368,0.014444444,-0.023333333,-0.002222222,,,,,,
88574,3.97E-05,0.001357871,25.13850021,,,,,,,,,,,,,,,
88574,,,,,,,,,,,,,,,,31.26600083,34.74362967,
88574,,,,-0.072,-0.106,0.165,0.052474828,-0.082790328,1.264466959,0.012222222,-0.048888889,-0.005555556,,,,,,
88575,,,,0.02,-0.128,0.095,0.052725544,-0.083274955,1.264443766,0.017777778,-0.048888889,-0.006666667,,,,,,
88576,,,,0.021,-0.066,0.009,0.052922689,-0.083424841,1.264503906,0.025555556,-0.015555556,0,,,,,,
88577,,,,-0.015,-0.05,-0.071,0.053264632,-0.083371856,1.264491039,0.035555556,0.008888889,0,,,,,,
88578,,,,-0.113,-0.039,-0.051,0.05360657,-0.083318867,1.264478189,0.028888889,0.014444444,-0.001111111,,,,,,
88579,,,,-0.16,-0.034,-0.04,0.053777537,-0.083292371,1.264471771,0.021111111,0.004444444,0,,,,,,
88580,,,,-0.178,-0.045,-0.067,0.053804126,-0.083462745,1.26446607,0.008888889,-0.023333333,0.001111111,,,,,,
88581,,,,-0.071,-0.12,-0.026,0.053745622,-0.084171113,1.264350922,0.006666667,-0.066666667,-0.001111111,,,,,,
88582,,,,-0.018,-0.079,-0.006,0.05387865,-0.085022955,1.264322321,0.013333333,-0.09,-0.002222222,,,,,,
88583,,,,-0.002,-0.066,0.006,0.054156079,-0.085677885,1.264292741,0.022222222,-0.074444444,-0.006666667,,,,,,
88584,3.82E-05,0.001359978,25.17499924,,,,,,,,,,,,,,,
88584,,,,,,,,,,,,,,,,31.26598733,34.74365183,
88584,,,,-0.022,-0.064,0.03,0.054439766,-0.086333218,1.26416417,0.025555556,-0.061111111,-0.013333333,,,,,,
88585,,,,-0.077,-0.039,0.002,0.054796178,-0.086883839,1.263962786,0.026666667,-0.057777778,-0.016666667,,,,,,
88586,,,,-0.047,-0.033,-0.018,0.054909094,-0.08756566,1.263840576,0.018888889,-0.075555556,-0.008888889,,,,,,
88587,,,,0.025,-0.054,-0.032,0.05506861,-0.088594035,1.263877529,0.013333333,-0.095555556,-0.003333333,,,,,,
88588,,,,0.177,-0.041,0.022,0.055030933,-0.089472296,1.263854981,0.008888889,-0.092222222,0.003333333,,,,,,
88589,,,,0.176,-0.059,0.022,0.055117389,-0.089983828,1.263738431,0.007777778,-0.053333333,0.002222222,,,,,,
88590,,,,0.107,-0.065,-0.047,0.055117389,-0.089983828,1.263738431,0.006666667,0.001111111,-0.001111111,,,,,,
88591,,,,-0.012,-0.081,-0.114,0.055090706,-0.089813491,1.263744336,0.002222222,0.018888889,-0.003333333,,,,,,
88592,,,,0,-0.073,-0.092,0.055090706,-0.089813491,1.263744336,0.001111111,0.003333333,-0.005555556,,,,,,
88593,,,,0.055,-0.097,-0.021,0.055117389,-0.089983828,1.263738431,-0.001111111,-0.016666667,-0.004444444,,,,,,
88594,,,,,,,,,,,,,,,,31.265974,34.74367417,
88594,3.67E-05,0.001362101,25.23049927,,,,,,,,,,,,,,,
88594,,,,0.106,-0.106,0.041,0.055117389,-0.089983828,1.263738431,0,-0.007777778,0,,,,,,
88595,,,,0.074,-0.075,0.074,0.055057604,-0.089642632,1.263849086,0.003333333,0.033333333,0.001111111,,,,,,
88596,,,,-0.014,-0.081,0.032,0.055194118,-0.088836267,1.263865262,0.011111111,0.073333333,-0.001111111,,,,,,
88597,,,,-0.073,-0.078,0.012,0.055357303,-0.088200224,1.263875647,0.011111111,0.07,-0.003333333,,,,,,
88598,,,,-0.021,-0.075,0.116,0.055402811,-0.087931425,1.2638811,0.013333333,0.031111111,-0.002222222,,,,,,
88599,,,,0.053,-0.079,0.146,0.055573818,-0.087904864,1.26387431,0.015555556,0.008888889,0,,,,,,
88600,,,,0.117,-0.063,0.161,0.055816993,-0.087779847,1.263867104,0.026666667,0.01,0.001111111,,,,,,
88601,,,,0.143,-0.005,0.13,0.056171489,-0.087287191,1.26396393,0.032222222,0.046666667,0.002222222,,,,,,
88602,,,,0.023,0.026,-0.073,0.05647902,-0.086454253,1.263974061,0.028888889,0.09,0,,,,,,
88603,,,,-0.022,0.02,-0.082,0.056687731,-0.085549394,1.263990728,0.016666667,0.093333333,-0.002222222,,,,,,
88604,3.52E-05,0.001364224,25.15299988,,,,,,,,,,,,,,,
88604,,,,,,,,,,,,,,,,31.2659605,34.7436965,
88604,,,,-0.042,0.019,-0.023,0.056647076,-0.084769245,1.264113145,-0.003333333,0.082222222,0,,,,,,
88605,,,,-0.073,-0.063,0.141,0.05636984,-0.084108177,1.264071254,-0.022222222,0.073333333,0,,,,,,
88606,,,,-0.084,-0.09,0.17,0.056164524,-0.083354842,1.264101098,-0.031111111,0.071111111,0,,,,,,
88607,,,,-0.106,-0.101,0.167,0.055814907,-0.08279837,1.26413125,-0.028888889,0.066666667,0.005555556,,,,,,
88608,,,,-0.117,-0.148,0.248,0.055564095,-0.082313792,1.264155136,-0.023333333,0.047777778,0.004444444,,,,,,
88609,,,,-0.115,-0.147,0.26,0.055406033,-0.081900895,1.264271635,-0.012222222,0.036666667,0.011111111,,,,,,
88610,,,,-0.109,-0.139,0.277,0.055373168,-0.081736319,1.264448398,0,0.018888889,0.012222222,,,,,,
88611,,,,-0.092,-0.139,0.305,0.055544116,-0.081709818,1.26444214,0.011111111,0,0.004444444,,,,,,
88612,,,,-0.048,-0.083,0.125,0.05581383,-0.081755251,1.264429835,0.028888889,-0.004444444,0.002222222,,,,,,
88613,,,,-0.016,-0.052,0.048,0.056155718,-0.081702242,1.264417332,0.04,-0.004444444,0.003333333,,,,,,
88614,3.37E-05,0.001366331,25.13899994,,,,,,,,,,,,,,,
88614,,,,,,,,,,,,,,,,31.265947,34.74371867,
88614,,,,0.026,-0.048,0.06,0.05676731,-0.081694651,1.26439253,0.05,-0.005555556,-0.003333333,,,,,,
